#doc name topic proportion ...
0	doc1	0	0.7895622895622896	2	0.082010582010582	8	0.037758537758537755	12	0.015632515632515633	10	0.011784511784511785	19	0.01034151034151034	17	0.007936507936507936	18	0.005531505531505531	5	0.00456950456950457	4	0.00456950456950457	13	0.004088504088504088	16	0.0036075036075036075	14	0.0036075036075036075	6	0.0036075036075036075	3	0.0036075036075036075	15	0.0031265031265031266	9	0.0031265031265031266	11	0.0021645021645021645	1	0.0021645021645021645	7	0.0012025012025012026	
1	doc2	6	0.4475504322766571	17	0.2164265129682997	2	0.13631123919308358	8	0.06253602305475504	5	0.030835734870317003	10	0.018155619596541786	19	0.014121037463976945	13	0.013544668587896254	0	0.008933717579250721	12	0.0077809798270893375	16	0.007204610951008645	9	0.007204610951008645	7	0.007204610951008645	15	0.006051873198847263	4	0.004322766570605188	14	0.0037463976945244955	1	0.0025936599423631124	11	0.0020172910662824206	3	0.0020172910662824206	18	0.001440922190201729	
2	doc3	17	0.43975018368846436	2	0.17523879500367376	12	0.0988243938280676	0	0.0944158706833211	8	0.061351947097722265	10	0.03416605437178545	6	0.019470977222630418	18	0.017266715650257163	16	0.0106539309331374	7	0.008449669360764144	13	0.007714915503306392	15	0.006245407788390889	11	0.004775900073475386	9	0.004775900073475386	1	0.004775900073475386	4	0.004041146216017634	5	0.002571638501102131	19	0.0018368846436443791	14	0.0018368846436443791	3	0.0018368846436443791	
3	doc4	17	0.5730191610564475	8	0.17529777317452097	19	0.04531330916623511	2	0.04220611082340756	6	0.0354738477472812	13	0.024598653547384774	5	0.017866390471258417	15	0.012169860176074573	10	0.012169860176074573	12	0.009580528223718281	16	0.008026929052304505	7	0.0075090626618332474	0	0.006991196271361988	11	0.005955463490419472	9	0.0054375970999482135	18	0.004919730709476955	14	0.004401864319005696	4	0.0033661315380631796	3	0.0033661315380631796	1	0.002330398757120663	
4	doc5	6	0.6809016549362754	2	0.12050599201065246	8	0.07333079703252805	19	0.041183184325661024	7	0.014742248430663877	0	0.011128019783146282	13	0.009225794179189652	9	0.009225794179189652	5	0.008084458816815675	3	0.006562678333650371	17	0.006372455773254708	4	0.00389956248811109	15	0.003328894806924101	12	0.0025680045653414495	18	0.0023777820049457866	16	0.0023777820049457866	14	0.0012364466425718091	10	0.0012364466425718091	1	0.001046224082176146	11	6.657789613848203E-4	
5	doc6	12	0.7088707140610255	2	0.10805284680717207	8	0.05080213903743316	0	0.03570305127398553	17	0.02154765649575338	4	0.01085246932997798	5	0.00833595470273671	6	0.007392261717521233	10	0.006448568732305757	15	0.005819440075495438	16	0.00550487574709028	18	0.005190311418685121	19	0.004875747090279962	14	0.004561182761874803	13	0.003617489776659327	9	0.0029883611198490093	7	0.00267379679144385	3	0.00267379679144385	11	0.0023592324630386913	1	0.0017301038062283738	
6	doc7	17	0.46629213483146065	8	0.14759959141981613	2	0.07609805924412666	6	0.06894790602655772	16	0.04341164453524004	10	0.03830439223697651	13	0.026046986721144024	3	0.016853932584269662	0	0.015832482124616958	15	0.013789581205311542	14	0.013789581205311542	5	0.013789581205311542	7	0.009703779366700716	4	0.009703779366700716	9	0.008682328907048007	1	0.008682328907048007	18	0.007660878447395302	12	0.007660878447395302	11	0.004596527068437181	19	0.002553626149131767	
7	doc8	19	0.705550918196995	2	0.10747078464106845	8	0.03777128547579299	17	0.029841402337228713	6	0.016068447412353925	16	0.01523372287145242	5	0.01523372287145242	0	0.010642737896494158	18	0.009808013355592655	12	0.009808013355592655	3	0.008555926544240401	13	0.006886477462437396	15	0.006469115191986645	7	0.004382303839732888	4	0.0035475792988313858	10	0.0031302170283806345	9	0.0031302170283806345	1	0.002712854757929883	11	0.002295492487479132	14	0.0014607679465776294	
8	doc9	0	0.5319201995012469	8	0.16184538653366584	12	0.09401496259351622	2	0.08503740648379052	17	0.030673316708229426	4	0.01970074812967581	5	0.014713216957605985	16	0.00972568578553616	6	0.008728179551122194	3	0.006733167082294264	19	0.006234413965087282	13	0.005735660847880299	14	0.004738154613466334	9	0.004738154613466334	7	0.004239401496259352	15	0.003740648379052369	11	0.0022443890274314216	10	0.0022443890274314216	1	0.001745635910224439	18	0.0012468827930174563	
9	doc10	17	0.34595798854232973	8	0.16008911521323999	0	0.11489497135582431	16	0.08561425843411839	2	0.06651814131126671	10	0.06588160407383832	6	0.04169318905155952	12	0.03150859325270528	14	0.014322087842138766	15	0.013049013367281986	13	0.011139401654996817	7	0.010502864417568428	5	0.010502864417568428	19	0.0054105665181413114	3	0.0054105665181413114	11	0.004774029280712922	4	0.004774029280712922	9	0.003500954805856143	1	0.002864417568427753	18	0.001591343093570974	
10	doc11	10	0.5470235117558779	8	0.14382191095547775	2	0.13731865932966483	17	0.018759379689844924	16	0.01825912956478239	0	0.01825912956478239	5	0.01775887943971986	13	0.015757878939469734	3	0.012756378189094548	19	0.009254627313656828	14	0.008254127063531767	6	0.008254127063531767	12	0.006753376688344172	7	0.006753376688344172	11	0.00625312656328164	4	0.00575287643821911	1	0.00575287643821911	15	0.005252626313156579	9	0.004252126063031516	18	0.0037518759379689846	
11	doc12	2	0.39903225806451614	10	0.32161290322580643	8	0.06290322580645161	13	0.03774193548387097	16	0.026774193548387098	12	0.026774193548387098	3	0.02032258064516129	17	0.014516129032258065	0	0.013225806451612903	14	0.012580645161290323	15	0.01	4	0.01	11	0.008064516129032258	6	0.0067741935483870966	19	0.006129032258064516	7	0.006129032258064516	5	0.005483870967741935	9	0.004838709677419355	18	0.004193548387096774	1	0.002903225806451613	
12	doc13	7	0.6675542406311638	8	0.09891518737672583	2	0.07071005917159763	10	0.04763313609467456	6	0.03007889546351085	16	0.015680473372781067	4	0.0121301775147929	13	0.009960552268244575	9	0.008185404339250493	0	0.00621301775147929	17	0.005621301775147929	5	0.005621301775147929	18	0.005226824457593688	3	0.004437869822485207	19	0.0036489151873767257	15	0.002465483234714004	14	0.0022682445759368837	12	0.0014792899408284023	1	0.001282051282051282	11	8.875739644970414E-4	
13	doc14	10	0.6356695379796398	2	0.1736491777603759	8	0.058144087705559906	13	0.019772905246671888	16	0.01898981989036805	3	0.017423649177760375	0	0.015465935787000782	7	0.00802662490211433	12	0.007635082223962412	14	0.006460454189506656	11	0.006460454189506656	19	0.004894283476898982	15	0.004111198120595145	4	0.004111198120595145	17	0.0037196554424432263	5	0.0037196554424432263	18	0.0033281127642913076	6	0.0033281127642913076	1	0.0029365700861393894	9	0.002153484729835552	
14	doc15	2	0.7052302444570779	10	0.13899943149516772	8	0.03496304718590108	0	0.027572484366117114	16	0.013928368391131325	13	0.010517339397384877	4	0.009380329732802728	3	0.006537805571347356	1	0.006537805571347356	15	0.005400795906765207	7	0.005400795906765207	19	0.004832291074474133	14	0.004832291074474133	12	0.004832291074474133	18	0.004263786242183059	9	0.004263786242183059	11	0.003695281409891984	6	0.003695281409891984	5	0.0031267765776009098	17	0.001989766913018761	
15	doc16	10	0.46719932716568546	2	0.1770395290159798	8	0.11480235492010092	16	0.06602186711522287	3	0.01892346509671993	13	0.017241379310344827	17	0.016400336417157275	11	0.016400336417157275	9	0.015559293523969722	12	0.01471825063078217	0	0.01471825063078217	5	0.013036164844407064	6	0.010513036164844407	14	0.008830950378469302	19	0.006307821698906644	18	0.0054667788057190915	15	0.0054667788057190915	7	0.0054667788057190915	4	0.002943650126156434	1	0.002943650126156434	
16	doc17	8	0.5094397076735688	10	0.20371498172959804	2	0.044762484774665046	17	0.03197320341047503	16	0.025883069427527404	7	0.025883069427527404	0	0.025274056029232644	13	0.02405602923264312	5	0.022228989037758832	6	0.018574908647990256	19	0.01674786845310597	4	0.010657734470158343	3	0.008830694275274055	14	0.008221680876979293	15	0.0051766138855054815	12	0.004567600487210719	9	0.004567600487210719	1	0.004567600487210719	18	0.0027405602923264312	11	0.002131546894031669	
17	doc18	10	0.43163804491413477	8	0.3609643328929987	2	0.0452443857331572	16	0.03269484808454425	19	0.020145310435931308	12	0.014861294583883751	17	0.012219286657859974	13	0.012219286657859974	6	0.011558784676354029	7	0.009577278731836196	4	0.008256274768824307	14	0.006935270805812417	5	0.006935270805812417	0	0.004953764861294584	18	0.0042932628797886395	15	0.0042932628797886395	9	0.003632760898282695	3	0.003632760898282695	1	0.003632760898282695	11	0.002311756935270806	
18	doc19	10	0.6422944362383063	2	0.14451009354997538	8	0.04849827671097981	16	0.03766617429837518	13	0.026834071885770555	4	0.01846381093057607	3	0.009601181683899557	11	0.009108813392417528	9	0.009108813392417528	17	0.0086164451009355	12	0.0086164451009355	7	0.007139340226489414	19	0.005662235352043328	18	0.0051698670605613	14	0.004185130477597243	15	0.003200393894633186	5	0.003200393894633186	0	0.003200393894633186	1	0.0027080256031511572	6	0.0022156573116691287	
