#doc name topic proportion ...
0	infovis-1995-01	10	0.10683760683760683	16	0.08974358974358974	5	0.0811965811965812	4	0.0811965811965812	19	0.0641025641025641	0	0.0641025641025641	13	0.05555555555555555	11	0.05555555555555555	1	0.05555555555555555	6	0.04700854700854701	3	0.04700854700854701	17	0.038461538461538464	14	0.038461538461538464	18	0.029914529914529916	8	0.029914529914529916	7	0.029914529914529916	15	0.021367521367521368	12	0.021367521367521368	9	0.021367521367521368	2	0.021367521367521368	
1	infovis-1995-02	16	0.09545454545454546	12	0.09545454545454546	4	0.09545454545454546	11	0.07727272727272727	1	0.07727272727272727	6	0.06818181818181818	18	0.05909090909090909	9	0.05909090909090909	19	0.04090909090909091	17	0.04090909090909091	10	0.04090909090909091	0	0.04090909090909091	15	0.031818181818181815	14	0.031818181818181815	8	0.031818181818181815	13	0.022727272727272728	7	0.022727272727272728	5	0.022727272727272728	3	0.022727272727272728	2	0.022727272727272728	
2	infovis-1995-03	19	0.12773722627737227	9	0.10583941605839416	16	0.08394160583941605	18	0.07664233576642336	12	0.06934306569343066	2	0.06934306569343066	4	0.05474452554744526	14	0.04744525547445255	5	0.04744525547445255	15	0.032846715328467155	13	0.032846715328467155	10	0.032846715328467155	7	0.032846715328467155	6	0.032846715328467155	1	0.032846715328467155	0	0.032846715328467155	11	0.025547445255474453	3	0.025547445255474453	17	0.01824817518248175	8	0.01824817518248175	
3	infovis-1995-04	2	0.14	19	0.1	6	0.092	5	0.076	0	0.068	14	0.06	17	0.052	1	0.052	16	0.044	11	0.044	18	0.036	10	0.036	15	0.028	13	0.028	12	0.028	8	0.028	3	0.028	9	0.02	7	0.02	4	0.02	
4	infovis-1995-05	0	0.0979381443298969	19	0.07731958762886598	17	0.07731958762886598	12	0.07731958762886598	7	0.06701030927835051	18	0.05670103092783505	15	0.05670103092783505	10	0.05670103092783505	9	0.05670103092783505	3	0.05670103092783505	11	0.04639175257731959	14	0.03608247422680412	13	0.03608247422680412	5	0.03608247422680412	2	0.03608247422680412	16	0.02577319587628866	8	0.02577319587628866	6	0.02577319587628866	4	0.02577319587628866	1	0.02577319587628866	
5	infovis-1995-06	19	0.24642857142857144	18	0.09642857142857143	1	0.09642857142857143	11	0.060714285714285714	16	0.05357142857142857	13	0.04642857142857143	9	0.04642857142857143	17	0.039285714285714285	12	0.039285714285714285	10	0.039285714285714285	3	0.039285714285714285	5	0.03214285714285714	15	0.025	7	0.025	4	0.025	14	0.017857142857142856	8	0.017857142857142856	6	0.017857142857142856	2	0.017857142857142856	0	0.017857142857142856	
6	infovis-1995-07	19	0.1939655172413793	7	0.08189655172413793	3	0.07327586206896551	17	0.06465517241379311	14	0.05603448275862069	4	0.05603448275862069	12	0.04741379310344827	10	0.04741379310344827	16	0.03879310344827586	11	0.03879310344827586	9	0.03879310344827586	8	0.03879310344827586	2	0.03879310344827586	1	0.03879310344827586	18	0.03017241379310345	13	0.03017241379310345	15	0.021551724137931036	6	0.021551724137931036	5	0.021551724137931036	0	0.021551724137931036	
7	infovis-1995-08	0	0.19090909090909092	19	0.1787878787878788	18	0.08181818181818182	15	0.05757575757575758	4	0.05757575757575758	3	0.051515151515151514	11	0.045454545454545456	16	0.03939393939393939	1	0.03939393939393939	9	0.03333333333333333	8	0.03333333333333333	17	0.02727272727272727	12	0.02727272727272727	6	0.02727272727272727	14	0.021212121212121213	13	0.021212121212121213	5	0.021212121212121213	10	0.015151515151515152	7	0.015151515151515152	2	0.015151515151515152	
8	infovis-1995-09	9	0.16433566433566432	12	0.15734265734265734	17	0.08741258741258741	0	0.08741258741258741	19	0.05944055944055944	14	0.05944055944055944	13	0.038461538461538464	1	0.038461538461538464	18	0.03146853146853147	10	0.03146853146853147	6	0.03146853146853147	4	0.03146853146853147	16	0.024475524475524476	15	0.024475524475524476	8	0.024475524475524476	7	0.024475524475524476	3	0.024475524475524476	2	0.024475524475524476	11	0.017482517482517484	5	0.017482517482517484	
9	infovis-1995-10	6	0.20198675496688742	0	0.076158940397351	19	0.06291390728476821	7	0.06291390728476821	17	0.056291390728476824	9	0.056291390728476824	3	0.056291390728476824	18	0.04966887417218543	12	0.04966887417218543	5	0.04304635761589404	2	0.04304635761589404	1	0.04304635761589404	16	0.03642384105960265	8	0.03642384105960265	11	0.029801324503311258	4	0.029801324503311258	15	0.016556291390728478	14	0.016556291390728478	13	0.016556291390728478	10	0.016556291390728478	
10	infovis-1995-11	9	0.16796875	2	0.09765625	18	0.08984375	0	0.08203125	19	0.05859375	12	0.05078125	16	0.04296875	5	0.04296875	17	0.03515625	13	0.03515625	11	0.03515625	8	0.03515625	4	0.03515625	1	0.03515625	14	0.02734375	10	0.02734375	7	0.02734375	6	0.02734375	3	0.02734375	15	0.01953125	
11	infovis-1995-12	19	0.09349593495934959	16	0.09349593495934959	12	0.09349593495934959	10	0.09349593495934959	0	0.07723577235772358	9	0.06910569105691057	18	0.06097560975609756	17	0.044715447154471545	3	0.044715447154471545	15	0.036585365853658534	13	0.036585365853658534	11	0.036585365853658534	5	0.036585365853658534	4	0.036585365853658534	14	0.028455284552845527	8	0.028455284552845527	2	0.028455284552845527	7	0.02032520325203252	6	0.02032520325203252	1	0.02032520325203252	
12	infovis-1995-13	0	0.16055045871559634	10	0.11467889908256881	19	0.0963302752293578	13	0.05963302752293578	9	0.05963302752293578	4	0.05963302752293578	18	0.05045871559633028	15	0.04128440366972477	14	0.04128440366972477	7	0.04128440366972477	16	0.03211009174311927	12	0.03211009174311927	8	0.03211009174311927	3	0.03211009174311927	2	0.03211009174311927	17	0.022935779816513763	11	0.022935779816513763	6	0.022935779816513763	5	0.022935779816513763	1	0.022935779816513763	
