#doc name topic proportion ...
0	doc01A-Service-Level-Agreement-for-the-Resource-Transaction-Risk-Based-on-Cloud-Bank-Model.pdf	9	0.8273208273208273	4	0.0481000481000481	0	0.0456950456950457	1	0.026455026455026454	6	0.011544011544011544	3	0.010582010582010581	5	0.00962000962000962	2	0.008658008658008658	8	0.006253006253006253	7	0.005772005772005772	
1	doc02An-approach-for-data-privacy-in-hybrid-cloud-environment.pdf	6	0.5365994236311239	9	0.2507204610951009	4	0.0760806916426513	1	0.04438040345821326	3	0.02420749279538905	5	0.023054755043227664	2	0.017867435158501442	7	0.011527377521613832	0	0.009798270893371758	8	0.005763688760806916	
2	doc03An-evaluation-of-federated-cloud-computing-effect-with-service-level.pdf	9	0.6789125642909625	1	0.10580455547391623	4	0.05804555473916238	3	0.03159441587068332	2	0.02645113886847906	0	0.025716385011021307	6	0.024981631153563555	8	0.02204261572373255	7	0.019103600293901544	5	0.0073475385745775165	
3	doc04Client-Cloud-Computing-A-Framework-for-Service-Integration.pdf	9	0.7498705334023822	4	0.07560849300880373	6	0.044536509580528225	5	0.03521491455204557	1	0.029518384256861728	7	0.015018125323666495	0	0.013982392542723977	3	0.01294665976178146	8	0.011910926980838944	2	0.011393060590367685	
4	doc05Enabling-Public-Auditability-and-Data-Dynamics-for-Storage-Security-in-Cloud-Computing.pdf	6	0.7264599581510367	9	0.11318242343541944	4	0.067719231500856	2	0.027201826136579798	3	0.021875594445501235	1	0.017310252996005325	0	0.008369792657409168	5	0.007228457295035191	8	0.0068480121742438655	7	0.0038044512079132586	
5	doc06Enabling-Scalable-Cloud-Infrastructure-Using-Autonomous-VM-Migration.pdf	0	0.6146586977036804	9	0.20918527838943063	4	0.05190311418685121	1	0.031770997168921046	2	0.025479710600817867	6	0.0213903743315508	3	0.015413652091852784	5	0.015099087763447625	8	0.0106951871657754	7	0.004403900597672224	
6	doc07Security-Management-Areas-in-the-Inter-cloud.pdf	9	0.3615934627170582	6	0.1797752808988764	1	0.1797752808988764	4	0.15832482124616956	0	0.03472931562819203	5	0.01940755873340143	2	0.018386108273748723	7	0.017364657814096015	3	0.017364657814096015	8	0.013278855975485188	
7	doc08Smart-blocking-file-storage-method-in-cloud-computing.pdf	9	0.7345575959933222	1	0.06886477462437396	6	0.052587646076794656	4	0.048414023372287146	5	0.028797996661101836	0	0.02003338898163606	3	0.015859766277128547	7	0.014190317195325543	2	0.009181969949916527	8	0.007512520868113523	
8	doc09Towards-bringing-real-time-online-applications-on-Clouds.pdf	9	0.7326683291770574	4	0.06533665835411472	0	0.06384039900249376	5	0.041895261845386535	6	0.02743142144638404	2	0.022942643391521196	3	0.0199501246882793	1	0.018453865336658354	7	0.00399002493765586	8	0.003491271820448878	
9	doc10Value-of-Cloud-Computing-by-the-View-of-Information-Resources.pdf	9	0.5467854869509866	4	0.19732654360280077	1	0.12030553787396563	6	0.047740292807129214	7	0.019096117122851686	2	0.01718650541056652	3	0.016549968173138127	5	0.015276893698281349	8	0.010821133036282623	0	0.008911521323997454	
10	doc11An-Alternative-Model-for-ERP-Maintenance-Strategy.pdf	1	0.6428214107053527	4	0.135567783891946	9	0.08054027013506754	3	0.04352176088044022	0	0.02801400700350175	6	0.021510755377688845	5	0.021010505252626314	2	0.013506753376688344	8	0.007503751875937969	7	0.006003001500750375	
11	doc12Building-an-effective-ERP-selection-system-for-the-technology-industry.pdf	1	0.5812903225806452	4	0.23935483870967741	0	0.04774193548387097	9	0.041935483870967745	2	0.02258064516129032	3	0.016774193548387096	7	0.015483870967741935	6	0.015483870967741935	5	0.015483870967741935	8	0.003870967741935484	
12	doc13Data-Architectures-for-RFID-Transactions.pdf	3	0.7410256410256411	4	0.09270216962524655	1	0.05621301775147929	6	0.042011834319526625	2	0.016370808678500985	9	0.016173570019723867	5	0.0126232741617357	0	0.01242603550295858	7	0.0067061143984220905	8	0.003747534516765286	
13	doc14ERP-Systems-Business-Value-A-Critical-Review-of-Empirical-Literature.pdf	1	0.7580266249021144	4	0.12764291307752546	0	0.03680501174628034	9	0.016836335160532498	2	0.015661707126076743	6	0.01370399373531715	7	0.011354737666405637	3	0.009788566953797965	5	0.006264682850430697	8	0.003915426781519186	
14	doc15Performance-analysis-for-Enterprise-Resource-Planning-systems.pdf	1	0.6515065378055713	4	0.11654349061967027	2	0.07333712336554861	6	0.044911881750994885	9	0.03695281409891984	0	0.029562251279135872	7	0.02046617396247868	5	0.010801591813530414	8	0.008527572484366117	3	0.007390562819783968	
15	doc16Research-on-ERP-Application-from-an-Integrative-Review.pdf	1	0.5508830950378469	4	0.22035323801513879	9	0.05214465937762826	3	0.03700588730025231	5	0.0336417157275021	2	0.02943650126156434	0	0.024390243902439025	7	0.021026072329688814	6	0.021026072329688814	8	0.010092514718250631	
16	doc17The-Design-of-an-Enterprise-Resource-Planning-Software-Application-for-Manufacturing-Control.pdf	1	0.3806333739342265	3	0.23142509135200975	9	0.13702801461632155	4	0.12728380024360536	0	0.029232643118148598	5	0.027405602923264313	2	0.02679658952496955	6	0.025578562728380026	8	0.007917174177831911	7	0.006699147381242387	
17	doc18The-design-of-printing-enterprise-resources-planning-(ERP)-software.pdf	1	0.6149273447820344	4	0.154557463672391	9	0.11690885072655217	3	0.027080581241743725	5	0.023778071334214	6	0.01915455746367239	0	0.015852047556142668	2	0.013210039630118891	8	0.007926023778071334	7	0.0066050198150594455	
